1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
4829114,16617771,32538794,20950666,5812678,4829114,16617771,32538794,20950666,5812678,4805107,16582525,32431300,20928973,5798812,4254751,14346288,29102404,32874276,33241937,4288135,14304774,29060675,32929108,33201706,72472092,65882175,52877494,61876164,71692038,72472092,65882175,52877494,61876164,71692038,72472181,65885741,52877632,61878805,71692612,72926775,67394050,41203944,21260392,22493143,72928113,67394630,41204049,21260174,22492868,0
592925,1988825,4063450,2850659,702265,592925,1988825,4063450,2850659,702265,581385,1943863,4073793,2871396,705231,521803,1635218,3627618,4248795,4484921,514048,1643192,3602884,4265443,4472286,9212613,8453891,6622478,7897201,9113225,9212613,8453891,6622478,7897201,9113225,9211745,8454669,6622581,7898268,9112423,9272079,8643730,5166630,2665727,2820355,9271760,8643500,5166586,2665831,2820388,0
614764,3646904,5971287,5085926,1030161,614764,3646904,5971287,5085926,1030161,609221,3639025,5970648,5098209,1036902,478793,3213913,5495022,6480592,6377898,471963,3215118,5507631,6455593,6418024,13829660,12345374,9342283,11352718,13687725,13829660,12345374,9342283,11352718,13687725,13830353,12347887,9342518,11354179,13688874,13892111,12693503,7278904,3755658,3973512,13893385,12692618,7278995,3755609,3973446,0
359584,917821,1664821,1205407,453965,359584,917821,1664821,1205407,453965,360718,938963,1651604,1201766,450307,301625,817470,1790174,1975488,1928589,302141,821124,1776239,1971776,1951640,4119076,3710577,2987407,3478145,4055331,4119076,3710577,2987407,3478145,4055331,4118868,3711219,2988246,3479094,4055345,4156023,3793514,2338804,1206778,1276745,4155959,3793552,2338827,1206846,1276798,0
2805660,8277903,22676143,11806592,3064216,2805660,8277903,22676143,11806592,3064216,2801710,8233698,22633295,11783523,3086440,2606014,6525977,23125583,25351299,25528422,2593285,6540985,23114086,25330947,25532586,54350666,51772409,43798439,49625184,54042498,54350666,51772409,43798439,49625184,54042498,54349464,51771078,43798977,49624195,54041060,54555696,52481769,34265159,17679497,18704864,54555533,52482663,34265148,17679465,18704278,0
2566929,2296105,2684604,2101313,2616207,2566929,2296105,2684604,2101313,2616207,2543059,2282276,2678607,2091606,2621555,2410720,2460579,2873205,3017633,2904221,2416009,2456979,2881567,3009656,2937156,4109083,2807289,2020152,2481497,3762759,4109083,2807289,2020152,2481497,3762759,4108815,2807122,2020005,2481314,3762513,4362060,2960665,1573811,812067,859233,4362073,2960611,1573829,812032,859062,0
7207144,10421934,22267057,12606080,8060695,7207144,10421934,22267057,12606080,8060695,7246523,10465637,22236690,12652433,8084642,7019767,9686515,45892988,45904133,41205492,6991239,9708959,45840490,45924974,41179523,93462720,89615478,83121965,87860154,92656989,93462720,89615478,83121965,87860154,92656989,93464277,89616709,83123378,87861561,92658614,93994913,90247847,67627762,34891719,36918222,93994117,90248495,67627716,34891712,36918043,0
24027591,48220325,72206342,57966574,26885685,24027591,48220325,72206342,57966574,26885685,24008393,48279474,72133245,58021912,26882691,22502513,43865436,67164785,73399392,74527929,22501431,43893027,67279518,73316269,74507227,146359839,127537547,98379910,117734110,143254431,146359839,127537547,98379910,117734110,143254431,146361403,127536782,98376561,117730432,143255755,148308671,131276718,76810901,39632874,41930647,148307067,131275625,76810562,39632925,41930455,0
6999399,41123825,117855782,54827751,8959788,6999399,41123825,117855782,54827751,8959788,6986719,41138998,117627161,54905479,8919813,6087441,35826032,169721636,177596639,167787643,6068020,35782707,169765184,177698335,167920392,396138637,381721809,339479960,371096123,395071044,396138637,381721809,339479960,371096123,395071044,396143737,381727800,339480165,371103085,395075379,396716707,385590404,271821854,140253377,148384347,396716338,385590311,271822606,140253595,148384754,0
20899358,39254452,62328976,45142296,25619605,20899358,39254452,62328976,45142296,25619605,20847254,39188458,62403876,45108277,25559519,17415215,36343011,78935723,84071499,82023599,17402676,36363585,78993649,83946787,81975730,170863926,152659926,128171608,144674956,167493993,170863926,152659926,128171608,144674956,167493993,170864898,152662044,128172038,144675311,167496075,172804023,155762697,101617343,52433393,55473247,172802974,155763597,101617235,52433017,55473100,0
7750346,13121542,23236671,16027327,8654824,7750346,13121542,23236671,16027327,8654824,7714036,13183655,23183116,16045125,8626244,7110769,12428538,38333554,38472392,36166400,7092181,12389290,38284802,38375062,36361545,83711220,77769688,69106211,74968173,82608736,83711220,77769688,69106211,74968173,82608736,83718390,77779363,69131440,74978653,82616168,84413941,78852604,56351494,29081726,30767422,84408563,78843500,56344306,29081768,30767645,0
5028085,16606872,21379910,18566720,8076387,5028085,16606872,21379910,18566720,8076387,5057139,16721751,21370536,18517217,8093415,3928733,15876297,25866038,27688831,26699968,3919724,15897231,25877767,27643385,26773532,57680125,49686510,40009628,46341176,56603907,57680125,49686510,40009628,46341176,56603907,57679057,49678679,40001546,46329801,56601805,58146441,51106431,31387014,16195559,17134412,58147110,51103921,31387217,16195595,17134292,0
16836363,33183827,67047375,46653051,18545811,16836363,33183827,67047375,46653051,18545811,16857155,33195412,67127314,46549083,18519949,15838295,27754538,92970330,100310908,96226620,15791114,27677957,92901581,100255878,96302876,202378947,191036899,166078801,183639569,200357239,202378947,191036899,166078801,183639569,200357239,202379683,191038538,166080344,183643159,200358659,203690899,193517920,133400652,68831660,72821552,203691868,193518075,133399971,68831010,72821568,0
38455767,156978275,321445788,223155749,48131866,38455767,156978275,321445788,223155749,48131866,38400504,156803415,321430845,223130055,48105131,34052477,126704587,363712350,402099179,391051997,34066433,126609630,363728245,402096635,391153752,908483391,850259965,710899488,806702261,901970466,908483391,850259965,710899488,806702261,901970466,908494896,850314783,710965543,806766115,901991433,912083975,864933053,575505066,297739231,314998639,912081987,864926122,575527075,297739391,314998070,0
302912544,424306386,753185899,493712241,320448909,302912544,424306386,753185899,493712241,320448909,302643622,423909093,753240800,493515947,321126325,291674729,404160977,882484962,883475917,880271857,291626201,404243687,882211851,883660676,880443056,1641729852,1485531528,1258793803,1421702929,1609599835,1641729852,1485531528,1258793803,1421702929,1609599835,1641732220,1485533983,1258786510,1421703403,1609600261,1662744419,1510281223,992481372,512223031,541914659,1662743995,1510281299,992484275,512222198,541913344,0
10638505,34466729,49561372,37841787,16890520,10638505,34466729,49561372,37841787,16890520,10641586,34538553,49570392,37862673,16961849,6898048,32032078,70661507,72987672,69674484,6854406,32078594,70582667,72882025,69627106,168279445,151774363,129581280,144427597,165793078,168279445,151774363,129581280,144427597,165793078,168278058,151775581,129581070,144431059,165791733,169381438,154804350,105815595,54648302,57816864,169382454,154804988,105823479,54648359,57816362,0
229356093,302659117,529031228,345825635,244451154,229356093,302659117,529031228,345825635,244451154,229303043,302888388,528897017,345667549,244440924,220615103,292640866,712045337,707756099,697963592,220507543,292681457,711956283,708011978,698225344,1308369217,1210105999,1065094048,1170026931,1287977430,1308369217,1210105999,1065094048,1170026931,1287977430,1308370633,1210111864,1065097185,1170033805,1287975000,1321810615,1225504328,843599531,435275429,460507818,1321807833,1225505973,843598553,435275080,460507846,0
11083744,10780484,12181692,11666485,10811750,11083744,10780484,12181692,11666485,10811750,11079818,10759395,12205742,11668009,10814663,11243563,10365968,11430373,11714631,11981820,11264684,10387293,11411088,11744559,11922252,12804958,8734810,6288328,7722365,11714084,12804958,8734810,6288328,7722365,11714084,12806250,8735801,6289392,7723615,11715693,13610091,9212412,4901025,2528871,2675262,13610368,9212379,4900998,2528905,2675434,0
11106537,35526429,83435269,46784263,13276731,11106537,35526429,83435269,46784263,13276731,11107927,35558668,83518933,46806890,13269891,9873313,30317377,152767376,154251842,147947016,9878511,30356838,152740548,154147351,147957135,346488077,333570047,302648267,324883549,344839105,346488077,333570047,302648267,324883549,344839105,346488685,333568722,302647141,324882366,344839507,347462059,336643749,246566406,127252670,134629246,347462265,336643576,246566990,127252533,134629413,0
14950154,34558277,72947084,47273324,16768013,14950154,34558277,72947084,47273324,16768013,15009688,34543928,72906054,47375502,16689673,13994375,29988550,131619912,134968799,113823516,14012184,30029477,131637972,135154298,113645353,284875608,271853977,244831090,264190680,282712657,284875608,271853977,244831090,264190680,282712657,284875408,271853564,244829870,264189570,282712401,286257265,274404132,200716062,103563937,109567766,286256490,274402413,200716002,103563856,109568183,0
38578894,72523495,191965678,95729184,46225968,38578894,72523495,191965678,95729184,46225968,38582876,72686910,191909432,95841803,46331081,33222893,66142305,246333358,255955298,248443189,33168429,66146097,246332270,255815097,248658341,537108450,503134893,437400866,485909628,530762174,537108450,503134893,437400866,485909628,530762174,537106534,503135836,437401102,485912017,530761657,540833479,509119097,346210086,178639202,188995049,540832817,509118017,346210026,178638749,188994719,0
14255181,19271381,34976694,22124460,15413251,14255181,19271381,34976694,22124460,15413251,14208829,19291728,35000845,22151834,15433458,13176699,18262789,55238557,54819576,49737956,13263616,18188959,55234984,54725760,49584450,110957631,103290461,92318908,100108888,109337617,110957631,103290461,92318908,100108888,109337617,110956583,103293280,92322065,100112714,109337174,112026943,104523077,75377725,38897458,41151904,112032344,104524397,75377402,38896798,41151838,0
4007679,13919863,44177575,24902886,4595847,4007679,13919863,44177575,24902886,4595847,4008337,13870167,44219793,24884359,4619679,3758382,11822199,45722906,50159433,49797878,3761082,11853387,45807659,50228779,49767432,108847343,103672963,85015683,99111160,108252999,108847343,103672963,85015683,99111160,108252999,108845867,103680883,85040711,99131887,108252705,109219224,104945313,67658048,34946079,36972218,109219596,104945885,67662183,34946209,36972290,0
16841715,60275770,102997912,79859635,23151083,16841715,60275770,102997912,79859635,23151083,16833371,60393733,103030983,79825516,23174033,14382285,52366184,99491423,112522128,112188450,14370528,52400967,99518589,112593687,112376070,237955469,213126170,165286252,197733285,234837869,237955469,213126170,165286252,197733285,234837869,237958671,213132431,165286643,197737398,234842683,239567931,218557316,129025195,66577106,70437608,239566428,218557561,129025211,66577695,70437012,0
5408027,13534079,39766847,23385574,6532731,5408027,13534079,39766847,23385574,6532731,5384218,13501594,39715714,23357000,6586989,4708901,10810559,66437402,67842097,62928959,4717000,10801145,66350843,67882676,62867164,147588061,142036475,126351261,137698974,146708737,147588061,142036475,126351261,137698974,146708737,147586992,142034622,126347944,137698170,146707939,148104121,143265941,102221280,52743627,55801103,148104262,143266097,102221567,52743668,55801154,0
56146206,78123710,116046962,89590818,62036232,56146206,78123710,116046962,89590818,62036232,56051955,78040555,116119954,89637611,62109667,54034681,73966378,238328976,190413459,206622811,54029447,73876464,238398629,190378751,206560330,566979464,536405862,499512274,524529812,560369664,566979464,536405862,499512274,524529812,560369664,566979353,536404715,499511428,524529569,560368745,571411395,541084614,444620590,229644591,242929065,571409267,541083568,444620747,229643599,242929480,0
11011530,32101789,72838037,41077621,13595602,11011530,32101789,72838037,41077621,13595602,11054560,32225347,72748256,41036644,13507686,10179749,28459032,160217504,162776997,125910822,10147703,28539514,160110921,162678290,125908154,353793226,342379147,315764097,335202195,352315048,353793226,342379147,315764097,335202195,352315048,353792246,342379953,315766740,335204450,352314628,354625329,344974180,262047380,135211757,143047708,354625947,344974550,262047253,135212150,143048450,0
18575991,28968269,44863605,33380559,20875716,18575991,28968269,44863605,33380559,20875716,18599461,28973987,44949973,33528499,20826530,17199375,27187702,86514728,87495780,80623198,17172454,27151931,86448661,87519073,80619584,180945687,168435689,152566873,163313221,178464272,180945687,168435689,152566873,163313221,178464272,180948135,168441791,152574329,163319451,178468500,182499075,170480684,125716778,64921100,68685446,182497612,170477905,125716307,64921197,68685228,0
4661816,12503541,19683224,18247860,6408166,4661816,12503541,19683224,18247860,6408166,4654656,12483004,19664419,18214138,6420572,3782258,11069150,19804941,22549218,22628990,3778883,11074191,19793204,22606438,22576037,46355240,40423237,30410542,37029764,45432162,46355240,40423237,30410542,37029764,45432162,46357682,40427486,30410579,37034196,45435224,46849384,41571164,23691585,12224308,12932886,46849125,41571475,23691662,12224232,12933099,0
8058793,20770743,26486829,23442030,11030724,8058793,20770743,26486829,23442030,11030724,8094496,20890608,26451163,23423075,11053404,6894611,18447783,26579166,30166903,30779515,6906049,18427278,26574885,30175856,30786122,62387999,52801123,40653315,48493226,60853708,62387999,52801123,40653315,48493226,60853708,62388296,52801384,40653289,48493511,60853776,63173309,54597495,31783050,16399441,17350035,63172539,54597466,31782921,16399342,17350146,0
30551682,45561786,93761640,59024719,34033297,30551682,45561786,93761640,59024719,34033297,30499800,45566675,93756081,59025092,34019160,28047115,43156362,114938836,120143108,116652934,28002107,43140966,114890390,120092658,116698075,235485692,215511156,182815316,206124933,231320321,235485692,215511156,182815316,206124933,231320321,235484946,215508603,182805925,206119250,231319598,238235541,218837344,144931660,74781020,79115908,238235473,218836268,144931852,74780690,79116567,0
1338269,4639085,10781143,6476258,1918831,1338269,4639085,10781143,6476258,1918831,1334294,4621755,10781035,6457148,1928149,986741,4009612,15268123,15990240,15238637,979829,4005678,15197154,15993432,15222295,34731553,32740129,28389981,31507148,34458995,34731553,32740129,28389981,31507148,34458995,34733604,32745923,28389499,31513972,34461391,34864139,33162216,22725331,11725868,12405703,34864345,33161040,22725096,11725630,12405327,0
4103337,9337591,16373227,11947599,4808396,4103337,9337591,16373227,11947599,4808396,4101924,9340012,16406754,11984728,4790681,3717568,8044092,23994802,23894015,22078918,3718099,8020025,24057465,23901636,21876778,52330685,49145935,42775579,47126309,51866454,52330685,49145935,42775579,47126309,51866454,52330486,49144988,42772368,47126410,51865763,52594778,49843588,35092860,18108545,19158166,52595737,49847059,35094907,18108394,19158450,0
11974588,17183658,23972424,19970594,13123156,11974588,17183658,23972424,19970594,13123156,11949712,17172611,24001342,19925232,13138606,11411197,16496449,41733207,35683801,38710740,11402853,16525803,41791942,35704033,38694609,98131074,90429872,81913906,87499940,96472122,98131074,90429872,81913906,87499940,96472122,98133326,90431977,81912022,87500494,96474936,99231205,91595187,71918361,37151663,39303718,99231871,91595095,71918284,37151749,39303621,0
41624258,100714614,267347685,128301646,50587734,41624258,100714614,267347685,128301646,50587734,41593569,100620199,267424351,128279854,50568089,37188274,89802634,408648067,435239299,440273779,37144542,89795745,408700428,435556632,440100956,914164722,877481678,792668077,856177386,908764102,914164722,877481678,792668077,856177386,908764102,914162855,877481277,792668743,856179982,908761989,917215356,885089404,625122751,322572621,341272867,917211232,885081555,625124668,322572848,341272818,0
6577983,18256567,65868290,28152591,7544473,6577983,18256567,65868290,28152591,7544473,6592304,18278213,65952371,28129138,7545461,6195783,16375345,85519872,90906022,88869145,6190445,16380482,85611393,90917082,88918777,192072943,185504123,163384896,180751935,191269343,192072943,185504123,163384896,180751935,191269343,192073396,185506541,163382539,180754988,191269487,192562343,186994093,128289992,66195852,70032917,192562015,186991280,128289697,66195478,70032569,0
40237742,81100292,135706972,103521717,46554076,40237742,81100292,135706972,103521717,46554076,40218665,81129352,135892735,103817422,46536890,37544844,71385922,138541857,153231337,154088626,37470902,71389107,138419151,153223891,153886649,306355594,271989252,217655312,254319303,300536330,306355594,271989252,217655312,254319303,300536330,306378631,272027978,217597747,254327268,300570622,309921262,278794712,170680229,88069131,93174002,309917256,278813861,170678375,88069057,93174535,0
118813961,149217069,125715456,139734506,145587415,118813961,149217069,125715456,139734506,145587415,118716616,149354978,125367188,139595502,145549368,96154047,145094247,156771843,164513471,169873744,96200800,145166820,156877674,164543728,169875364,267970773,184034057,132440508,162684178,246841493,267970773,184034057,132440508,162684178,246841493,267983364,184033046,132441260,162683668,246840666,279902847,194084329,103180279,53239415,56324888,279903578,194084826,103180812,53239096,56324626,0
54779982,109336221,193943185,143892338,64727032,54779982,109336221,193943185,143892338,64727032,54838625,109288668,193736772,143707355,64746989,49839968,98721650,192606624,209514384,206622201,49744951,98766065,192535738,209599863,206425151,405233996,360928263,282729885,337075350,397692444,405233996,360928263,282729885,337075350,397692444,405233289,360928510,282733012,337074029,397691541,409679380,369317878,220886234,113972748,120578911,409677613,369318275,220886586,113972507,120580173,0
57129639,137358527,143147615,147601175,72123860,57129639,137358527,143147615,147601175,72123860,57241597,137452287,143133437,147553975,72174721,48148770,127699997,129971130,149982775,155646283,48105427,127751631,130016271,149997518,155723605,312500233,252568089,184599833,225756455,302806546,312500233,252568089,184599833,225756455,302806546,312504099,252570245,184601345,225759307,302811735,317702142,264001709,143826730,74213017,78514849,317703153,264001781,143827017,74212968,78514611,0
4039588,11348928,23590038,16948658,5545638,4039588,11348928,23590038,16948658,5545638,4045023,11364166,23613172,16913630,5525847,3363024,9979030,30206154,32291302,31476669,3383632,9953675,30200884,32305978,31579447,67556346,62602424,52389996,59586418,66795900,67556346,62602424,52389996,59586418,66795900,67559919,62615962,52402446,59599970,66801243,67953526,63587120,41596172,21462588,22706883,67952520,63587393,41595766,21462864,22706783,0
11288405,27497729,46611783,32139691,14603829,11288405,27497729,46611783,32139691,14603829,11254280,27435574,46518751,32180700,14615335,8920115,26054124,46808966,52538008,51991994,8894717,26079127,46885835,52513634,52014164,108322557,94824269,73925331,88411057,106151227,108322557,94824269,73925331,88411057,106151227,108324518,94831254,73931099,88420692,106154103,109518015,97287262,57722026,29795408,31522584,109519483,97291579,57723545,29795550,31523016,0
24091073,59125590,91709493,81906071,28981003,24091073,59125590,91709493,81906071,28981003,24136228,59045435,91726055,81933460,29000263,21215839,51876790,87105993,97606034,98702164,21169269,51896802,86990407,97731380,98703438,196004173,172611264,129147619,157832883,192375813,196004173,172611264,129147619,157832883,192375813,196005306,172614003,129149041,157835034,192377889,198083373,177481354,100616721,51915512,54925190,198081329,177485402,100616979,51915294,54925606,0
18151155,44713891,60543021,64426219,22411656,18151155,44713891,60543021,64426219,22411656,18162829,44628194,60658520,64648088,22545020,15249022,37526073,57910074,66857550,66521862,15216967,37503630,57810570,66892946,66494237,134681873,116492981,85047811,104467583,131755382,134681873,116492981,85047811,104467583,131755382,134682803,116494010,85048222,104467458,131757080,136401902,120311925,66254336,34186286,36167430,136401641,120312098,66254266,34186750,36167661,0
25956699,36655202,50332173,38615876,29315188,25956699,36655202,50332173,38615876,29315188,25930214,36679331,50324243,38691299,29397379,23647509,35421615,78324059,79866045,74864999,23645133,35367740,78553438,79389567,74474897,157936891,141008366,123408103,135057892,154301906,157936891,141008366,123408103,135057892,154301906,157935986,141009821,123415849,135062867,154301451,160210309,143490527,101591995,52509171,55553397,160210359,143495688,101617516,52509831,55553485,0
19631742,28193239,33401525,28919188,21997534,19631742,28193239,33401525,28919188,21997534,19608938,28244884,33438953,28913330,22012329,17760222,27697008,34805358,37722952,37671981,17702693,27673743,34851505,37664691,37729569,64400596,51419409,39226275,46865292,61692992,64400596,51419409,39226275,46865292,61692992,64400470,51419604,39226841,46865656,61693023,66099366,53385954,30598134,15787874,16703199,66099239,53386973,30597685,15787511,16702997,0
2038712,5804344,8184881,6623616,2493630,2038712,5804344,8184881,6623616,2493630,2030405,5808122,8163033,6587032,2504391,1769949,5084440,10870676,11923560,10951232,1763508,5089705,10884686,11900460,10967520,25682206,23411194,19924241,22184958,25353814,25682206,23411194,19924241,22184958,25353814,25684623,23413830,19925463,22187296,25356709,25872429,23913086,16128184,8321706,8804164,25872436,23912347,16128206,8321634,8804342,0
22172958,43757699,111337987,62126882,25269150,22172958,43757699,111337987,62126882,25269150,22150940,43858266,111530203,61949579,25308814,20164752,38490133,148495209,156837017,153030111,20152965,38443372,148477670,156957249,153162475,323815362,306805253,267263389,296450192,320975750,323815362,306805253,267263389,296450192,320975750,323811752,306808250,267297567,296458957,320970762,325538482,310197327,211721223,109245971,115577623,325538083,310195066,211719934,109245861,115577713,0
2750263,6675110,13840575,8005972,3267599,2750263,6675110,13840575,8005972,3267599,2775129,6699598,13869401,8002827,3273628,2407890,6016607,14812550,16100227,16106733,2422532,6010129,14847630,16101010,16062303,33669129,31082074,26120855,29665224,33276611,33669129,31082074,26120855,29665224,33276611,33669741,31083044,26116511,29665041,33276770,33900290,31620643,20424292,10538693,11149395,33901172,31620593,20424398,10538370,11149593,0
27155552,55953197,110493974,79364993,33240268,27155552,55953197,110493974,79364993,33240268,27107992,56048209,110423642,79243343,33316278,23573948,52019838,113438446,122875117,122169023,23598506,51882549,113287177,123088167,122110477,244043556,218675913,171757736,205000621,239794182,244043556,218675913,171757736,205000621,239794182,244045864,218681239,171761156,205008853,239795780,246481770,223267840,133887126,69082871,73087269,246479876,223264321,133887279,69083009,73087645,0
11872082,30090690,29634314,31866020,16595489,11872082,30090690,29634314,31866020,16595489,11843344,30120461,29669349,31827711,16533391,9635528,29155785,31077810,34693611,33854785,9590579,29082988,31078609,34645479,33985389,69673786,54660474,39908738,48808874,67339693,69673786,54660474,39908738,48808874,67339693,69673738,54664805,39910995,48814337,67340551,70860718,57241625,31099108,16046167,16976421,70859341,57238486,31099623,16046393,16976811,0
26429543,46129781,91649353,58459362,29307664,26429543,46129781,91649353,58459362,29307664,26445264,46093299,91562592,58334996,29300258,24858029,41920575,108115040,115373286,114374525,24884012,41882361,108113266,115437907,114423492,228806061,209623049,177378685,200236972,225149676,228806061,209623049,177378685,200236972,225149676,228805488,209620501,177375758,200235710,225149206,231122563,212995277,139604372,72032394,76208277,231124454,212996993,139604660,72032585,76209092,0
3524698,9389528,20765644,11917881,4045144,3524698,9389528,20765644,11917881,4045144,3514851,9384639,20777198,11968204,4042112,3208694,8107281,26028850,27956722,27780768,3210447,8129540,26052168,27902738,27749629,60399658,56997138,49532580,54858247,59938434,60399658,56997138,49532580,54858247,59938434,60399315,56999439,49537064,54859534,59938340,60677648,57784661,39275168,20264860,21439900,60677415,57783332,39275434,20264964,21439925,0
10237686,28038050,66189201,40199721,12867630,10237686,28038050,66189201,40199721,12867630,10211937,28094942,66219925,40233367,12873079,8874674,23868223,75486070,81823496,81227852,8899535,23844952,75429906,81669329,81152239,171221822,160692258,134984021,153674379,169698652,171221822,160692258,134984021,153674379,169698652,171225617,160697242,134940709,153667035,169703287,172045292,163032559,106597678,55004908,58194208,172046047,163024926,106592026,55004679,58193975,0
82794277,206361344,248700210,236983582,104991294,82794277,206361344,248700210,236983582,104991294,82815794,206477122,248397409,236744996,105436838,74453495,190409334,226600388,254282128,256296484,74521419,190472265,226644727,254231631,256215529,533135011,443936702,328344482,400031614,520626880,533135011,443936702,328344482,400031614,520626880,533117304,443817422,328327833,399931206,520593272,540097677,461843470,255873660,132037496,139687354,540082657,461699445,255870513,132037821,139688011,0
15692470,34791436,84229101,53278912,19296571,15692470,34791436,84229101,53278912,19296571,15684347,34756477,84285474,53393358,19290229,14305377,32498083,258246499,208695698,164260419,14279608,32512722,258049185,208825865,164510491,573268108,557195642,522995383,547405436,570751751,573268108,557195642,522995383,547405436,570751751,573268537,557193087,522989846,547404092,570750431,574792857,560410797,450448419,232418592,245893631,574789212,560400344,450447891,232419349,245893557,0
41710083,85369347,179480704,100764786,48376350,41710083,85369347,179480704,100764786,48376350,41754199,85362337,179586900,100848069,48328405,37773603,79628100,271337761,269158607,237005273,37724692,79617943,271334089,269044910,236925710,574029469,536471599,474301556,519635836,567707188,574029469,536471599,474301556,519635836,567707188,574029145,536473321,474303904,519640133,567708253,577881179,543107452,384738399,198519955,210032361,577881320,543108087,384738221,198520152,210032100,0
6534908,17184369,30406885,20382535,9776575,6534908,17184369,30406885,20382535,9776575,6514578,17155899,30401454,20367437,9779373,3868958,15839954,58483366,57920567,47374236,3865167,15851372,58572884,57939312,47321549,130878876,122423849,109821317,118641287,129428015,130878876,122423849,109821317,118641287,129428015,130880240,122423743,109820498,118640673,129429077,131558556,123891374,90702066,46799631,49513232,131555679,123890146,90701818,46799748,49513095,0
191972789,275676972,525582087,343984355,214219861,191972789,275676972,525582087,343984355,214219861,191822415,275677649,525833052,343960104,214532116,181507133,254618639,757916142,780351795,740850862,181481299,254799982,757028711,782314521,742282630,1550447377,1437565046,1266563627,1388309651,1526579229,1550447377,1437565046,1266563627,1388309651,1526579229,1550447903,1437552479,1266536730,1388292124,1526577550,1565876097,1455522175,1024048982,528821125,559475078,1565872685,1455515962,1023873259,528820839,559475876,0
12573407,31631880,111085152,51073234,14330958,12573407,31631880,111085152,51073234,14330958,12570063,31635052,111280838,50959987,14321261,11848434,26067291,140074667,151517431,152069260,11848639,26118143,140281719,151755419,151968447,320390795,309714884,272833084,300986422,318809864,320390795,309714884,272833084,300986422,318809864,320395343,309729378,272847024,301002289,318815331,321382120,312254311,215415113,111201931,117647894,321379775,312250467,215413345,111201777,117648041,0
55423060,160237414,198235574,193169139,67739070,55423060,160237414,198235574,193169139,67739070,55460942,160100162,198155734,193254230,67793686,47668525,134250743,168511020,197349770,205457463,47585370,134374874,168396885,197373580,205653237,412905738,355741742,261060730,319654281,404874512,412905738,355741742,261060730,319654281,404874512,412907472,355747640,261061962,319658674,404877424,417435709,369266741,203408310,104953660,111038307,417435308,369266670,203407619,104953320,111036823,0
227097780,419148756,795464434,534198681,253788822,227097780,419148756,795464434,534198681,253788822,227018205,419420752,795164742,534714626,253915149,215868782,375063557,1226830186,1254403376,1160130671,215790637,375250464,1226727565,1254550451,1160388854,2579786830,2438701224,2159596552,2356881047,2556604980,2579786830,2438701224,2159596552,2356881047,2556604980,2579774695,2438656474,2159491516,2356809962,2556590043,2593719224,2466931251,1747812294,901944932,954232685,2593724171,2466929614,1747801575,901944957,954233200,0
86746197,150980205,255352163,180407448,98664522,86746197,150980205,255352163,180407448,98664522,86814302,151075060,255208172,180457846,98696599,76833370,140714702,532667915,458811880,449282697,76684915,140800947,532682844,458898070,449366940,1235309767,1171886517,1079534375,1142812270,1223430434,1235309767,1171886517,1079534375,1142812270,1223430434,1235293428,1171869752,1079532836,1142796580,1223412381,1242544076,1182905596,931979987,481353164,509255671,1242543333,1182903483,931977382,481354810,509255614,0
243510481,470255457,411742145,446870102,304361046,243510481,470255457,411742145,446870102,304361046,242598617,470273555,412182141,446502256,305985263,228774801,469725493,431429771,423176472,400772276,228761912,469810058,431550275,423150177,400699255,747847613,558052361,401646575,493438790,717600746,747847613,558052361,401646575,493438790,717600746,747846949,558050283,401651101,493438536,717597715,764594719,588051463,313008825,161491780,170871300,764593956,588052474,313010261,161491511,170871239,0
26919200,69454333,153080229,104490053,29314726,26919200,69454333,153080229,104490053,29314726,26902059,69396207,153019437,104454706,29371832,26578379,57189953,150403302,165905422,167974266,26590971,57165249,150452372,166013163,168058813,335992708,317061395,257310793,300173535,333765466,335992708,317061395,257310793,300173535,333765466,335995873,317062971,257310691,300174312,333768618,337380363,322107173,202129310,104296228,110343014,337380375,322106995,202129790,104296693,110343061,0
5535581,12353547,17948275,16859948,7407570,5535581,12353547,17948275,16859948,7407570,5532606,12387974,17859101,16886315,7388845,4498067,10942571,18035770,20113792,20787891,4507739,10963368,18038500,20143284,20796212,41333561,35468679,26706261,32419514,40269716,41333561,35468679,26706261,32419514,40269716,41339178,35471596,26707517,32421917,40272963,41898341,36526839,20806294,10735388,11357677,41897229,36527150,20806308,10735604,11357836,0
79030926,135469437,326370296,178995293,83986849,79030926,135469437,326370296,178995293,83986849,79073731,135575536,326363080,178760907,84205725,76746921,123687779,429184634,446974251,432278686,76706035,123723833,429160533,446779450,432297622,893074552,849606133,749081970,824844893,885547925,893074552,849606133,749081970,824844893,885547925,893076179,849604968,749078798,824843693,885549029,897946225,857943415,597959156,308533199,326416746,897944611,857943185,597958809,308533924,326417650,0
290257,10462131,21697104,15995302,1438506,290257,10462131,21697104,15995302,1438506,284030,10430502,21717885,15971077,1420682,207637,8474729,20915132,23784287,23703837,208248,8451685,20889928,23824891,23692385,52689599,48898029,38816766,45735964,52530510,52689599,48898029,38816766,45735964,52530510,52689916,48902042,38820155,45739957,52532120,52699171,49931545,30258130,15612319,16517215,52699088,49931529,30257932,15612127,16517397,0
